headline,publisher,date,stock,headline_length,keywords,hour
Watch These 8 Huge Call Purchases In Tuesday Trade,Lisa Levin,,GILD,50,"['watch', 'huge call purchases']",
Waiting on the Fed 09-21-2010,optionsXpress,,DHI,29,"['waiting', 'fed']",
Dun & Bradstreet Shares Volatile as Fitch Says Some Reports Say D&B No Longer Pursuing Sale,Paul Quintaro,,DNB,91,"['dun', 'bradstreet shares volatile', 'fitch says', 'say d', 'longer pursuing sale']",
10 Stocks Moving In Friday's Pre-Market Session,Monica Gerson,,PBCT,47,"['stocks', 'pre-market session']",
Shares of several consumer metals and mining companies are trading higher as commodity prices gain amid falling copper and nickel inventories and recovering demand in China.,Benzinga Newsdesk,,FNV,173,"['shares', 'consumer metals', 'commodity prices gain', 'nickel inventories', 'china']",
German Finance Ministry Spokesperson Says No One in Eurogroup Expects Greek Aid Issues to be Resolved By April 24 Meeting; Says Aid Payout to Greece in April is Unrealistic -Reuters,Charles Gross,,GREK,181,"['german finance', 'ministry spokesperson says', 'eurogroup expects', 'issues', 'resolved', 'april', 'meeting', 'says', 'payout', 'greece', 'april', 'unrealistic']",
UPDATE: Barclays Capital Initiates Mallinckrodt at Equal-Weight on Differentiated Platform Value,Dwight Einhorn,,MNK,96,"['update', 'barclays capital initiates mallinckrodt', 'equal-weight', 'differentiated platform value']",
Susquehanna Downgrades Taylor Morrison Home to Neutral,Paul Quintaro,,TMHC,54,"['susquehanna downgrades taylor morrison', 'neutral']",
"Benzinga's Top Upgrades, Downgrades For March 14, 2017",Lisa Levin,,JCI,54,"['benzinga', 'top upgrades', 'downgrades', 'march']",
"Notable Insider Buys In The Past Week: General Electric, Symantec And More",Nelson Hem,,CFR,74,"['insider buys', 'past', 'symantec']",
32 Stocks Moving In Wednesday's Pre-Market Session,Lisa Levin,,NKTR,50,"['stocks', 'pre-market session']",
"Stocks To Watch For January 8, 2014",Monica Gerson,,GBX,35,"['stocks', 'watch', 'january']",
"Miller Tabak Maintains Buy on Domino's Pizza Inc, Raises PT to $52.00",Juan Lopez,,DPZ,69,"['miller tabak maintains buy', 'domino', 'pizza inc', 'raises pt']",
"BZ NOTE On Akorn Price Action Wed., Seeking Alpha Post: Post Mentions 8-K Filing Which Was From Mon. Morning; Shares Of Akorn Did Not React Sharply Mon., However Are Down 32% This Week",Benzinga Newsdesk,,AKRX,184,"['bz note', 'akorn price', 'wed.', 'alpha post', 'mentions', 'filing', 'was', 'mon', 'morning', 'shares', 'akorn', 'react sharply mon.', 'down']",
"Stifel Financial Q1 EPS $1.32 Beats $1.21 Estimate, Sales $770.42M Beat $745.21M Estimate",Benzinga Newsdesk,,SF,89,"['stifel financial q1 eps', 'beats', 'estimate', '$ 770.42m', '$ 745.21m', 'estimate']",
"Goldman Sachs Initiates Coverage On Magellan Midstream with Buy Rating, Announces $69 Price Target",Benzinga_Newsdesk,,MMP,98,"['goldman sachs initiates coverage', 'magellan midstream', 'buy rating', 'announces', 'price target']",
JP Morgan Upgrades Alcoa To Overweight,Paul Quintaro,,AA,38,"['jp morgan upgrades alcoa', 'overweight']",
Spero Therapeutics Announces Positive Feedback from FDA Pre-Phase 3 Meeting for Oral SPR994 and Submission of IND for SPR994 in cUTI,Benzinga Newsdesk,,SPRO,132,"['spero therapeutics announces positive feedback', 'fda pre-phase', 'meeting', 'oral spr994', 'submission', 'ind', 'spr994']",
"Vocera Sees Q2 EPS $(0.08) to $(0.03) vs $0.02 Est, Sales $36M to $38M vs $37.9M Est",Paul Quintaro,,VCRA,84,"['vocera', 'q2 eps', 'vs $', 'est', '$ 36m', '$ 38m vs $ 37.9m', 'est']",
First Community Q1 EPS $0.60 Beats $0.52 Estimate,Benzinga Newsdesk,,FCBC,49,"['q1 eps', 'beats', 'estimate']",
Are The Coal Industry's Days Numbered?,Bruce Kennedy,,BTU,38,"[""coal industry 's"", 'numbered']",
"Alibaba Q4 617M Mobile MAUs, 552M Annual Active Consumers",Paul Quintaro,,BABA,57,"['alibaba q4', 'mobile maus', 'annual active consumers']",
Hearing National Securities Upgraded Bluerock Residential To Buy,Eddie Staley,,BRG,64,"['hearing', 'securities upgraded bluerock', 'buy']",
Northern Trust Q3 EPS $1.69 Beats $1.63 Estimate,Benzinga Newsdesk,,NTRS,48,"['northern trust', 'q3 eps', 'beats', 'estimate']",
"I.D. Systems Reports Q2 EPS $(0.12) vs. Est. $(0.01), Rev. $8.9M vs. Est. $10.57M",Paul Quintaro,,IDSY,81,"['i.d', 'systems', 'q2 eps', 'est', 'rev', '$ 8.9m', 'est', '$ 10.57m']",
BazaarVoice Shares Plunge ~16% Following Headlines the Cos. PowerReviews Deal Could Be Block by US,Paul Quintaro,,BV,98,"['bazaarvoice shares plunge', '~16 %', 'following headlines', 'cos. powerreviews deal', 'be block']",
Option Alert: WLL Sep16 8.0 Calls Sweep: 7590 @ ASK $0.55: 8085 traded vs 5895 OI: $7.82 Ref,Charles Gross,,WLL,92,"['option alert', 'wll sep16', 'sweep', 'ask', 'oi', 'ref']",
"Wells Fargo Maintains Equal-Weight on AGCO, Lowers Price Target to $54",Vick Meyer,2020-03-30 14:28:54+00:00,AGCO,70,"['fargo maintains equal-weight', 'agco', 'lowers price target']",14.0
Kiwi shorts are coming out of the woodwork via ForexLive,Forex Live,,EWU,56,"['kiwi', 'forexlive']",
"Parker Hannifin's Aerospace Partners Announces Partnership with Rolls-Royce on Trent XWB-97 Engine, Expecting Sales of $2.2B Over Life of Program",Paul Quintaro,,PH,145,"['parker hannifin', 'aerospace partners announces partnership', 'rolls-royce', 'trent xwb-97 engine', 'expecting', '$ 2.2b', 'program']",
Option Alert: Zogenix Jan 2017 $2.5 Call; 1000 Contract Trade at Ask @$0.40; Now $1.40,Charles Gross,,ZGNX,86,"['option alert', 'zogenix jan', 'call', 'contract', '@ $']",
"Mizuho Initiates Coverage On Domino's Pizza with Buy Rating, Announces $250.00 Price Target",Eddie Staley,,DPZ,91,"['mizuho initiates coverage', 'domino', 'pizza', 'buy rating', 'announces', 'price target']",
"Cowen Annual Healthcare Conference Continues Today; Presenters Include Regulus, Eli Lilly, Oculus, DexCom, Illumina, Allergan, Kite Pharma, Pfizer, and bluebird bio",Hal Lindon,,AGN,164,"['cowen annual healthcare', 'continues', 'presenters include regulus', 'eli lilly', 'oculus', 'dexcom', 'illumina', 'allergan', 'kite pharma', 'pfizer', 'bluebird bio']",
44 Biggest Movers From Friday,Lisa Levin,,NVEE,29,['biggest movers'],
"Goldman Sachs Downgrades AutoZone from CL-Buy to Buy, Maintains PT at $415",Juan Lopez,,AZO,74,"['goldman sachs downgrades autozone', 'cl-buy', 'buy', 'maintains pt']",
Deutsche Bank Wins Fund Services Mandate From TIAA-CREF,Hal Lindon,,DB,55,"['deutsche', 'wins', 'mandate', 'tiaa-cref']",
CORRECTION: Wolfe Research Downgrades CenterPoint Energy to Peer Perform,Paul Quintaro,,CNP,72,"['correction', 'wolfe', 'downgrades centerpoint energy', 'peer perform']",
"Benzinga's Top Upgrades, Downgrades For December 19, 2016",Lisa Levin,,REPH,57,"['benzinga', 'top upgrades', 'downgrades', 'december']",
"Time Warner Cable, Boingo Reports Launch of Passpoint Roaming Coast to Coast",Paul Quintaro,,TWC,76,"['warner', 'boingo', 'launch', 'passpoint roaming']",
"Fifth Street Preliminary Q3 EPS $0.24-$0.26, Est $0.27",Paul Quintaro,,FSC,54,"['preliminary q3 eps', '$ 0.24- $', 'est']",
"Earnings Preview: Rent-A-Center & How To Trade It (RCII, AAN)",Jonathan Chen,,AAN,61,"['earnings preview', 'rent-a-center', 'rcii', 'aan']",
Bank of Ireland Shares Volatile Following Deutsche Bank's Mid-Day Upgrade,Paul Quintaro,,IRE,73,"['ireland shares volatile following deutsche', ""bank 's"", 'mid-day upgrade']",
38 Stocks Moving In Wednesday's Pre-Market Session,Lisa Levin,,DDD,50,"['stocks', 'pre-market session']",
First Study of Diazepam Nasal Spray in People with Epilepsy Shows Feasibility of Dosing During Seizure,James Hunt,,ACOR,102,"['diazepam nasal spray', 'epilepsy shows feasibility', 'dosing', 'seizure']",
"Stocks Which Set New 52-Week High Yesterday, August 7th",Benzinga Newsdesk,,ATNI,55,"['stocks', 'set', 'new 52-week', 'yesterday', 'august']",
Amtech Systems Reports Q3 Loss of $0.12/Share vs Loss of $0.14/Share Est.,Paul Quintaro,,ASYS,73,"['amtech systems', 'q3 loss', '$ 0.12/share vs', 'loss', '$ 0.14/share', 'est']",
"Stocks Which Set New 52-Week Low Yesterday, Tues., Dec. 20, 2018",Benzinga Newsdesk,,CBB,64,"['stocks', 'set', 'new 52-week', 'low yesterday', 'tues.', 'dec.']",
"The Daily Biotech Pulse: EyePoint Licenses Eye Inflammation Drug, Insys Strategic Review Of Opioid Assets, Neos Offering",Shanthi Rexaline,,PACB,120,"['biotech pulse', 'eyepoint', 'eye inflammation drug', 'insys', 'review', 'opioid assets', 'neos offering']",
Stratasys Reports Partnership with Dassault Systemes for Improvement of Performance of Additively Manufactured Production Parts,Paul Quintaro,,SSYS,127,"['stratasys', 'partnership', 'dassault systemes', 'improvement', 'performance', 'additively manufactured production parts']",
Top 4 Small-Cap Stocks In The Residential Construction Industry With The Highest ROE,Monica Gerson,,GFA,84,"['top', 'small-cap stocks', 'highest roe']",
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell Down 1.3%, Dow Jones Down 1.3%, S&P 500 Down 1.4%, Nasdaq Down 1.7%",Benzinga Newsdesk,,DIA,128,"['benzinga pro mid-day price', 'averages', 'russell down', 'dow jones down', 'down', 'nasdaq down']",
Benzinga's Volume Movers,Lisa Levin,,NEE,24,"['benzinga', ""'s volume"", 'movers']",
Dollar Tree Option Alert: Fri $85 Puts at the Ask: 1000 @ $1.4 vs 1616 OI; Earnings 11/20 Before Open [est] Ref=$84.92,Charles Gross,,DLTR,118,"['tree option alert', 'fri', 'puts', '@ $', 'oi', 'earnings', 'open [ est ]', 'ref=']",
"Barclays Downgrades Tesaro to Equal-Weight, Raises Price Target to $75",Vick Meyer,2018-12-10 12:21:57+00:00,TSRO,70,"['barclays downgrades tesaro', 'equal-weight', 'raises price target']",12.0
KeyBanc Upgrades Waste Management to Overweight,Paul Quintaro,,WM,47,"['keybanc upgrades waste management', 'overweight']",
"Harsco Signs 10 Year, $60M Mill Services Contract in Egypt",Paul Quintaro,,HSC,58,"['harsco signs', '$ 60m mill', 'contract', 'egypt']",
"Wednesday's Mid-Day Movers: PhotoMedex, Career Education And More",John Seward,,ANF,65,"['mid-day movers', 'photomedex', 'career']",
30 Stocks Moving In Wednesday's Pre-Market Session,Lisa Levin,,ORBK,50,"['stocks', 'pre-market session']",
"Will Diamonds Be Forever With This ETF? (EZA, CNDA, GLD)",ETF Professor,,SLV,56,"['will diamonds be', 'etf', 'eza', 'cnda', 'gld']",
Stocks That Hit 52-Week Highs On Friday,Lisa Levin,,NOW,39,"['stocks', 'highs']",
"William Blair Growth Stock Conference Continues Today, Presenters Include: Zendesk, CURO, NetApp, Guidewire Software, Six Flags, 8 x 8, Arista Networks, llumina, Mastercard, and Visa",Hal Lindon,,MA,182,"['william blair', 'growth stock conference', 'continues', 'presenters include', 'zendesk', 'curo', 'netapp', 'guidewire software', 'flags', 'arista networks', 'mastercard', 'visa']",
Ross Stores Earnings Preview: Rising Expectations for the First Quarter,Nelson Hem,,KSS,71,"['ross stores earnings preview', 'rising expectations', 'quarter']",
Is Schlumberger Ready to Run?,Ron Shields,,TESO,29,"['schlumberger ready', 'run']",
Pre-Market Gainers 8/8,Abe Raymond,,CRUS,22,['pre-market gainers'],
"INSYS Therapeutics Offers Response To Unsealing Of Previously Filed Qui Tam Complaints, Recaps Transformation",Benzinga Newsdesk,,INSY,109,"['insys therapeutics offers', 'unsealing', 'previously filed qui tam complaints', 'recaps transformation']",
Earnings Scheduled For May 2,Monica Gerson,,GRMN,28,"['earnings scheduled', 'may']",
"BMO Capital Maintains Outperform on Baxter International, Lowers Price Target to $76",Vick Meyer,,BAX,84,"['bmo capital maintains outperform', 'baxter', 'lowers price target']",
J.P. Morgan Reiterates Overweight on CenturyLink,BenzingaStaffJ,,CTL,48,"['j.p. morgan reiterates overweight', 'centurylink']",
Petrobras Says More Than 20 Companies Are Interested In Buying Its Refineries,Benzinga Newsdesk,,PBR,77,"['petrobras says', 'than', 'companies', 'buying', 'refineries']",
Mid-Morning Market Update: Markets Open Higher; Darden Restaurants Profit Tops Estimates,Lisa Levin,,DRI,88,"['mid-morning market update', 'markets', 'darden restaurants profit tops']",
"Benzinga's Top Upgrades, Downgrades For January 30, 2018",Lisa Levin,,ANET,56,"['benzinga', 'top upgrades', 'downgrades', 'january']",
Churchill Downs shares trading higher following strong Q1 earnings and sales.,Benzinga Newsdesk,,CHDN,77,"['churchill downs', 'q1']",
"Stocks Which Set New 52-Week Low Yesterday, September 25th",Benzinga Newsdesk,,GRPN,58,"['stocks', 'set', 'new 52-week', 'low yesterday', 'september']",
Microchip Raises Q3 Outlook,Paul Quintaro,,MCHP,27,['microchip raises q3 outlook'],
10 Stocks Moving In Friday's Pre-Market Session,Monica Gerson,,CYBR,47,"['stocks', 'pre-market session']",
Analyst Explains Why AK Steel Was The Best Turnaround Story Of 2016,Jayson Derrick,,AKS,67,"['analyst explains', 'ak', 'was', 'best turnaround']",
Kofax Appoints James A. Urry to Its Board of Directors,Eddie Staley,,ISIL,54,"['kofax appoints james a. urry', 'directors']",
"Infinity Property and Casualty Reports Q2 EPS $0.34 Does Not Compare To $0.92 Est., Sales $339.1M vs $379M Est.",Paul Quintaro,,IPCC,111,"['infinity', 'casualty reports', 'q2 eps', 'does', 'est.', '$ 339.1m vs $ 379m', 'est']",
"Buckingham Research Maintains Buy on United Airlines Holdings, Raises Price Target to $120",Vick Meyer,,UAL,90,"['buckingham', 'maintains buy', 'holdings', 'raises price target']",
"B. Riley Caris Upgraded Palo Alto Networks, Inc. to Buy, Raised PT to $68.00",Paul Quintaro,,PANW,76,"['b. riley caris upgraded palo alto networks', 'buy', 'raised pt']",
The Medicines Company Settles Angiomax Patent Litigation With Sun,Eddie Staley,,MDCO,65,"['medicines', 'settles angiomax patent litigation', 'sun']",
"Wolfe Research Downgrades BorgWarner to Peer Perform, Lowers Price Target to $46",Benzinga_Newsdesk,,BWA,80,"['wolfe', 'downgrades borgwarner', 'peer perform', 'lowers price target']",
Earnings Preview: Alkermes - Analyst Blog,Zacks,,CRL,41,"['earnings preview', 'alkermes', 'analyst blog']",
Bank of America shares are trading higher after BMO Capital upgraded the stock from Market Perform to Outperform and announced a $37 price target.,Hal Lindon,,BAC,146,"['america', 'bmo capital', 'market perform', 'outperform', 'price target']",
Goldman Sachs Maintains Neutral Rating on KAR,Scott Loeb,,KAR,45,"['goldman sachs maintains neutral rating', 'kar']",
Siga Bid for Reargument in Pharmathene Case Denied by Judge,Matthew Kennedy,,PIP,59,"['siga bid', 'reargument', 'pharmathene case denied']",
Searching for Bargains in Transportation Stocks,investingdaily,,FDX,47,"['searching', 'bargains', 'stocks']",
Pool's Earnings Preview,Benzinga Newsdesk,,POOL,23,"['pool', 'earnings preview']",
KBR Gets Pact with US Navy,Paul Quintaro,,KBR,26,"['kbr', 'us navy']",
Benzinga's Top Upgrades,Lisa Levin,,LNKD,23,"['benzinga', 'top upgrades']",
Benzinga's Top Initiations,Monica Gerson,,FUL,26,"['benzinga', 'top initiations']",
Grocers All Trading Higher,Paul Quintaro,,WFM,26,['grocers'],
"Benzinga Market Primer: Tuesday, March 26",Matthew Kanterman,,MFRM,41,"['benzinga market primer', 'march']",
WiLAN Enters Royalty License Agreement with Kith Consumer Products,Charles Gross,,WILN,66,"['wilan enters royalty license agreement', 'kith', 'products']",
"Earnings Scheduled For November 6, 2017",Lisa Levin,,WTW,39,"['earnings scheduled', 'november']",
All Three Members of Ambulance Crew Exposed to Ebola Patient Test Negative for Ebola -Reuters,Charles Gross,,TKMR,93,"['ambulance crew exposed', 'ebola patient test negative', 'ebola']",
"Benzinga's M&A Chatter for Tuesday October 9, 2012",Charles Gross,,PRPH,50,"['benzinga', ""'s m"", 'chatter', 'october']",
Taco Bell Announces Cool Ranch Doritos Locos Tacos Release Date,Alex Biles,,YUM,63,"['taco bell announces cool', 'doritos locos tacos release date']",
Wunderlich Securities Maintains Hold Rating and $7 PT on Centerstate Banks,Phil Marsh,,CSFL,74,"['wunderlich securities maintains hold rating', 'pt', 'centerstate']",
"UPDATE: CVS Posts Better-Than-Expected Q2 Results, Shares Rise",Monica Gerson,,CVS,62,"['update', 'cvs posts better-than-expected q2', 'shares rise']",
"L-3 Communications Raises Qtr. Dividend from $0.50 to $0.55/Share, Announces Added $1.5B to Buyback Plan",Paul Quintaro,,LLL,104,"['l-3 communications raises qtr', 'dividend', '$ 0.55/share', 'announces added', '$ 1.5b', 'buyback']",
Amazon To Acquire Whole Foods For $42/Share,Hal Lindon,,WFM,43,"['amazon', 'acquire whole', '$ 42/share']",
Lamar Interested In Clear Channel Billboard Assets Worth Roughly $450M-Reuters,Hal Lindon,,LAMR,78,"['lamar', 'clear', 'billboard assets worth roughly', '$ 450m-reuters']",
The Market In 5 Minutes: OPEC's Deal And Gary Johnson's Moment,Benzinga News Desk,,LEN,62,"['market', 'minutes', 'opec', 'deal', 'gary johnson', 'moment']",
Stocks Hitting 52-Week Lows,Lisa Levin,,RDEN,27,"['stocks', 'lows']",
Vetr Top Raters Love SanDisk,Jayson Derrick,,SNDK,28,['vetr top raters love sandisk'],
"Stocks Which Set New 52-Week High Yesterday, August 2nd",Benzinga Newsdesk,,STAA,55,"['stocks', 'set', 'new 52-week', 'yesterday', 'august']",
"Pareto Securities Maintains Hold on Noble Corporation, Lowers PT to $41.00",Juan Lopez,,NE,74,"['pareto securities maintains hold', 'noble', 'lowers pt']",
"Breeze-Eastern Reports Q4 Adj. EPS $0.49, Sales $31M",Paul Quintaro,2015-05-29 11:46:20+00:00,BZC,52,"['breeze-eastern', 'q4 adj', 'eps', '$ 31m']",11.0
Report: GrubHub Refunds Restaurant After Excessive Billing,Jayson Derrick,,GRUB,58,"['grubhub refunds', 'excessive billing']",
Stocks That Hit 52-Week Lows On Friday,Lisa Levin,,BXP,38,"['stocks', 'lows']",
61 Biggest Movers From Friday,Lisa Levin,,ACRX,29,['biggest movers'],
"Tuesday Morning Reports Reduced Q4 Loss, 4% Growth In Sales",R. Chandrasekaran,,TUES,59,"['morning', 'reduced q4 loss', '% growth']",
9 Energy Stocks Moving In Wednesday's Pre-Market Session,Lisa Levin,,HAL,56,"['energy stocks', 'pre-market session']",
Rent-A-Center Increases Quarterly Cash Dividend from $0.21 to $0.23,Paul Quintaro,,RCII,67,['rent-a-center increases quarterly cash dividend'],
JetBlue Airways December Traffic up 3.7%,Benzinga Staff,,JBLU,40,['jetblue airways december'],
"Paulson & Co. Raises Stakes Stakes in Family Dollar, Aetna, Kodiak Oil & Gas, Vodafone, Reduced Stakes in Leap Wireless, Realogy, InterOil",Paul Quintaro,,AET,138,"['paulson', 'raises stakes stakes', 'family dollar', 'aetna', 'kodiak', 'vodafone', 'reduced stakes', 'leap wireless', 'realogy', 'interoil']",
Stocks That Hit 52-Week Highs On Wednesday,Lisa Levin,,IBN,42,"['stocks', 'highs']",
Winners And Losers From Nomura CIO Spending Survey,Wayne Duggan,,ANET,50,"['winners', 'losers', 'nomura cio spending survey']",
Tenneco Spiking Lower on Heavy Volume; Currently at $31.99,webmaster,,TEN,58,"['tenneco spiking lower', 'currently']",
"Rio Tinto Reports Record Profit, Plans $5B Buyback",Gordon Wilcox,,RIO,50,"['rio tinto', 'record profit', 'plans', '$ 5b', 'buyback']",
